Title,Decision,Decision_Date,PDF File,Application Date,Disease_Category,HT_Category
Immunosuppressive therapy for kidney transplant in children and young people,Rejected,2017-10-11,Immunosuppressive_therapy_for_kidney_transplant_in_children_and_young_people.pdf,,Urinary-Track Diseases,Drug
Autologous chondrocyte implantation for treating symptomatic articular cartilage defects of the knee,Conditional,2017-10-04,Autologous_chondrocyte_implantation_for_treating_symptomatic_articular_cartilage_defects_of_the_knee.pdf,,Musculoskeletal diseases,Other treatment
Brentuximab vedotin for treating relapsed or refractory systemic anaplastic large cell lymphoma,Conditional,2017-10-04,Brentuximab_vedotin_for_treating_relapsed_or_refractory_systemic_anaplastic_large_cell_lymphoma.pdf,,Cancer,Drug
Reslizumab for treating severe eosinophilic asthma,Conditional,2017-10-04,Reslizumab_for_treating_severe_eosinophilic_asthma.pdf,,Chronic,Drug
Cetuximab and panitumumab for previously untreated metastatic colorectal cancer,Approved,2017-03-29,Cetuximab_and_panitumumab_for_previously_untreated_metastatic_colorectal_cancer.pdf,,Cancer,Drug
Pembrolizumab for advanced melanoma not previously treated with ipilimumab,Approved,2015-11-25,Pembrolizumab_for_advanced_melanoma_not_previously_treated_with_ipilimumab.pdf,,Cancer,Drug
Pembrolizumab for treating PD-L1-positive non-small-cell lung cancer after chemotherapy,Conditional,2017-01-11,Pembrolizumab_for_treating_PD-L1-positive_non-small-cell_lung_cancer_after_chemotherapy.pdf,,Cancer,Drug
Pembrolizumab for treating advanced melanoma after disease progression with ipilimumab,Approved,2015-10-07,Pembrolizumab_for_treating_advanced_melanoma_after_disease_progression_with_ipilimumab.pdf,,Cancer,Drug
Sorafenib for treating advanced hepatocellular carcinoma,Conditional,2017-09-06,Sorafenib_for_treating_advanced_hepatocellular_carcinoma.pdf,,Cancer,Drug
Dimethyl fumarate for treating moderate to severe plaque psoriasis,Conditional,2017-09-06,Dimethyl_fumarate_for_treating_moderate_to_severe_plaque_psoriasis.pdf,2017-05,Chronic,Drug
Paclitaxel as albumin-bound nanoparticles with gemcitabine for untreated metastatic pancreatic cancer,Conditional,2017-09-06,Paclitaxel_as_albumin-bound_nanoparticles_with_gemcitabine_for_untreated_metastatic_pancreatic_cancer.pdf,,Cancer,Drug
Cetuximab for treating recurrent or metastatic squamous cell cancer of the head and neck,Approved,2017-08-31,Cetuximab_for_treating_recurrent_or_metastatic_squamous_cell_cancer_of_the_head_and_neck.pdf,,Cancer,Drug
Methylnaltrexone bromide for treating opioid-induced constipation (terminated appraisal),Rejected,2017-08-23,Methylnaltrexone_bromide_for_treating_opioid-induced_constipation_(terminated_appraisal).pdf,,Chronic,Drug
Idelalisib with ofatumumab for treating chronic lymphocytic leukaemia (terminated appraisal),Rejected,2017-08-23,Idelalisib_with_ofatumumab_for_treating_chronic_lymphocytic_leukaemia_(terminated_appraisal).pdf,,Cancer,Drug
Holoclar for treating limbal stem cell deficiency after eye burns,Conditional,2017-08-16,Holoclar_for_treating_limbal_stem_cell_deficiency_after_eye_burns.pdf,,Rare Disease (Orphan Drugs),Drug
Pemetrexed for the maintenance treatment of non-small-cell lung cancer,Approved,2010-06-23,Pemetrexed_for_the_maintenance_treatment_of_non-small-cell_lung_cancer.pdf,,Cancer,Drug
Cabozantinib for previously treated advanced renal cell carcinoma,Conditional,2017-08-09,Cabozantinib_for_previously_treated_advanced_renal_cell_carcinoma.pdf,2016-09,Cancer,Drug
Baricitinib for moderate to severe rheumatoid arthritis,Conditional,2017-08-09,Baricitinib_for_moderate_to_severe_rheumatoid_arthritis.pdf,,Musculoskeletal diseases,Drug
Adalimumab and dexamethasone for treating non-infectious uveitis,Conditional,2017-07-26,Adalimumab_and_dexamethasone_for_treating_non-infectious_uveitis.pdf,,Chronic,Drug
Roflumilast for treating chronic obstructive pulmonary disease,Conditional,2017-07-26,Roflumilast_for_treating_chronic_obstructive_pulmonary_disease.pdf,,Chronic,Drug
Nivolumab for treating relapsed or refractory classical Hodgkin lymphoma,Approved,2017-07-26,Nivolumab_for_treating_relapsed_or_refractory_classical_Hodgkin_lymphoma.pdf,2016-11,Cancer,Drug
"Adalimumab, etanercept and ustekinumab for treating plaque psoriasis in children and young people",Conditional,2017-07-12,"Adalimumab,_etanercept_and_ustekinumab_for_treating_plaque_psoriasis_in_children_and_young_people.pdf",2016-09,Chronic,Drug
Ustekinumab for moderately to severely active Crohn’s disease after previous treatment,Approved,2017-07-12,Ustekinumab_for_moderately_to_severely_active_Crohn’s_disease_after_previous_treatment.pdf,,Chronic,Drug
Ibrutinib for untreated chronic lymphocytic leukaemia without a 17p deletion or TP53 mutation (terminated appraisal),Rejected,2017-07-05,Ibrutinib_for_untreated_chronic_lymphocytic_leukaemia_without_a_17p_deletion_or_TP53_mutation_(terminated_appraisal).pdf,,"Cancer, Chronic",Drug
Bortezomib for treating multiple myeloma after second or subsequent relapse (terminated appraisal),Rejected,2017-07-05,Bortezomib_for_treating_multiple_myeloma_after_second_or_subsequent_relapse_(terminated_appraisal).pdf,,Cancer,Drug
Daratumumab with lenalidomide and dexamethasone for treating relapsed or refractory multiple myeloma (terminated appraisal),Rejected,2017-07-05,Daratumumab_with_lenalidomide_and_dexamethasone_for_treating_relapsed_or_refractory_multiple_myeloma_(terminated_appraisal).pdf,,Cancer,Drug
Etelcalcetide for treating secondary hyperparathyroidism,Conditional,2017-06-28,Etelcalcetide_for_treating_secondary_hyperparathyroidism.pdf,,Chronic,Drug
Everolimus and sunitinib for treating unresectable or metastatic neuroendocrine tumours in people with progressive disease,Approved,2017-06-28,Everolimus_and_sunitinib_for_treating_unresectable_or_metastatic_neuroendocrine_tumours_in_people_with_progressive_disease.pdf,2016-09,Cancer,Drug
Blinatumomab for previously treated Philadelphia-chromosome-negative acute lymphoblastic leukaemia,Conditional,2017-06-28,Blinatumomab_for_previously_treated_Philadelphia-chromosome-negative_acute_lymphoblastic_leukaemia.pdf,,Cancer,Drug
Ponatinib for treating chronic myeloid leukaemia and acute lymphoblastic leukaemia,Conditional,2017-06-28,Ponatinib_for_treating_chronic_myeloid_leukaemia_and_acute_lymphoblastic_leukaemia.pdf,2016-10,Cancer,Drug
Afatinib for treating advanced squamous non-small-cell lung cancer after platinum-based chemotherapy (terminated appraisal),Rejected,2017-05-24,Afatinib_for_treating_advanced_squamous_non-small-cell_lung_cancer_after_platinum-based_chemotherapy_(terminated_appraisal).pdf,,Cancer,Drug
Certolizumab pegol and secukinumab for treating active psoriatic arthritis after inadequate response to DMARDs,Conditional,2017-05-24,Certolizumab_pegol_and_secukinumab_for_treating_active_psoriatic_arthritis_after_inadequate_response_to_DMARDs.pdf,,"Chronic, Musculoskeletal diseases",Drug
Pegylated liposomal irinotecan for treating pancreatic cancer after gemcitabine,Rejected,2017-04-26,Pegylated_liposomal_irinotecan_for_treating_pancreatic_cancer_after_gemcitabine.pdf,,Cancer,Drug
Ixekizumab for treating moderate to severe plaque psoriasis,Conditional,2017-04-26,Ixekizumab_for_treating_moderate_to_severe_plaque_psoriasis.pdf,,Chronic,Drug
Obeticholic acid for treating primary biliary cholangitis,Conditional,2017-04-26,Obeticholic_acid_for_treating_primary_biliary_cholangitis.pdf,,"Chronic, Rare Disease (Orphan Drugs)",Drug
Alectinib for previously treated anaplastic lymphoma kinase-positive advanced non-small-cell lung cancer (terminated appraisal),Rejected,2017-03-29,Alectinib_for_previously_treated_anaplastic_lymphoma_kinase-positive_advanced_non-small-cell_lung_cancer_(terminated_appraisal).pdf,,Cancer,Drug
Panitumumab in combination with chemotherapy for the treatment of metastatic colorectal cancer (terminated appraisal),Rejected,2011-12-14,Panitumumab_in_combination_with_chemotherapy_for_the_treatment_of_metastatic_colorectal_cancer_(terminated_appraisal).pdf,,Cancer,Drug
Bevacizumab for treating EGFR mutation-positive non-small-cell lung cancer (terminated appraisal),Rejected,2017-03-22,Bevacizumab_for_treating_EGFR_mutation-positive_non-small-cell_lung_cancer_(terminated_appraisal).pdf,,Cancer,Drug
Ibrutinib with bendamustine and rituximab for treating relapsed or refractory chronic lymphocytic leukaemia after systemic therapy (terminated appraisal),Rejected,2017-03-22,Ibrutinib_with_bendamustine_and_rituximab_for_treating_relapsed_or_refractory_chronic_lymphocytic_leukaemia_after_systemic_therapy_(terminated_appraisal).pdf,,Cancer,Drug
Elotuzumab for previously treated multiple myeloma (terminated appraisal),Rejected,2017-03-22,Elotuzumab_for_previously_treated_multiple_myeloma_(terminated_appraisal).pdf,,Cancer,Drug
Tenofovir alafenamide for treating chronic hepatitis B (terminated appraisal),Rejected,2017-03-22,Tenofovir_alafenamide_for_treating_chronic_hepatitis_B_(terminated_appraisal).pdf,,Chronic,Drug
Ustekinumab for treating active psoriatic arthritis,Rejected,2015-06-04,Ustekinumab_for_treating_active_psoriatic_arthritis.pdf,,Musculoskeletal diseases,Drug
Ustekinumab for the treatment of adults with moderate to severe psoriasis,Approved,2009-09-23,Ustekinumab_for_the_treatment_of_adults_with_moderate_to_severe_psoriasis.pdf,,Chronic,Drug
Everolimus for advanced renal cell carcinoma after previous treatment,Conditional,2017-02-22,Everolimus_for_advanced_renal_cell_carcinoma_after_previous_treatment.pdf,,Cancer,Drug
Apremilast for treating active psoriatic arthritis,Conditional,2017-02-22,Apremilast_for_treating_active_psoriatic_arthritis.pdf,,Musculoskeletal diseases,Drug
Ibrutinib for previously treated chronic lymphocytic leukaemia and untreated chronic lymphocytic leukaemia with 17p deletion or TP53 mutation,Approved,2017-01-25,Ibrutinib_for_previously_treated_chronic_lymphocytic_leukaemia_and_untreated_chronic_lymphocytic_leukaemia_with_17p_deletion_or_TP53_mutation.pdf,2015-10,Cancer,Drug
Sofosbuvir–velpatasvir for treating chronic hepatitis C,Conditional,2017-01-25,Sofosbuvir–velpatasvir_for_treating_chronic_hepatitis_C.pdf,2016-09,Chronic,Drug
Pomalidomide for multiple myeloma previously treated with lenalidomide and bortezomib,Approved,2017-01-11,Pomalidomide_for_multiple_myeloma_previously_treated_with_lenalidomide_and_bortezomib.pdf,,Cancer,Drug
Everolimus with exemestane for treating advanced breast cancer after endocrine therapy,Conditional,2016-12-21,Everolimus_with_exemestane_for_treating_advanced_breast_cancer_after_endocrine_therapy.pdf,,Cancer,Drug
Crizotinib for previously treated anaplastic lymphoma kinase-positive advanced non-small-cell lung cancer,Conditional,2016-12-21,Crizotinib_for_previously_treated_anaplastic_lymphoma_kinase-positive_advanced_non-small-cell_lung_cancer.pdf,,Cancer,Drug
Eribulin for treating locally advanced or metastatic breast cancer after 2 or more chemotherapy regimens,Approved,2016-12-21,Eribulin_for_treating_locally_advanced_or_metastatic_breast_cancer_after_2_or_more_chemotherapy_regimens.pdf,2016-04,Cancer,Drug
Pertuzumab for the neoadjuvant treatment of HER2-positive breast cancer,Conditional,2016-12-21,Pertuzumab_for_the_neoadjuvant_treatment_of_HER2-positive_breast_cancer.pdf,,Cancer,Drug
"Dasatinib, nilotinib and high-dose imatinib for treating imatinib-resistant or intolerant chronic myeloid leukaemia",Rejected,2016-12-21,"Dasatinib,_nilotinib_and_high-dose_imatinib_for_treating_imatinib-resistant_or_intolerant_chronic_myeloid_leukaemia.pdf",2016-08,"Cancer, Chronic",Drug
"Dasatinib, nilotinib and imatinib for untreated chronic myeloid leukaemia",Conditional,2016-12-21,"Dasatinib,_nilotinib_and_imatinib_for_untreated_chronic_myeloid_leukaemia.pdf",2016-08,"Chronic, Cancer",Drug
Ticagrelor for preventing atherothrombotic events after myocardial infarction,Approved,2016-12-14,Ticagrelor_for_preventing_atherothrombotic_events_after_myocardial_infarction.pdf,2016-04,Cardiovascular,Drug
Dapagliflozin in combination therapy for treating type 2 diabetes,Rejected,2013-06-26,Dapagliflozin_in_combination_therapy_for_treating_type 2_diabetes.pdf,,Chronic,Drug
Nivolumab for previously treated advanced renal cell carcinoma,Approved,2016-11-23,Nivolumab_for_previously_treated_advanced_renal_cell_carcinoma.pdf,,"Cancer, Urinary-Track Diseases",Drug
Dapagliflozin in triple therapy for treating type 2 diabetes,Approved,2016-11-23,Dapagliflozin_in_triple_therapy_for_treating_type_2_diabetes.pdf,2016-04,Chronic,Drug
Apremilast for treating moderate to severe plaque psoriasis,Conditional,2016-11-23,Apremilast_for_treating_moderate_to_severe_plaque_psoriasis.pdf,,Chronic,Drug
Certolizumab pegol for treating rheumatoid arthritis after inadequate response to a TNF-alpha inhibitor,Conditional,2016-10-26,Certolizumab_pegol_for_treating_rheumatoid_arthritis_after_inadequate_response_to_a_TNF-alpha_inhibitor.pdf,2016-02,Musculoskeletal diseases,Drug
Elbasvir–grazoprevir for treating chronic hepatitis C,Conditional,2016-10-26,Elbasvir–grazoprevir_for_treating_chronic_hepatitis_C.pdf,,Chronic,Drug
Cobimetinib in combination with vemurafenib for treating unresectable or metastatic BRAF V600 mutation-positive melanoma,Rejected,2016-10-26,Cobimetinib_in_combination_with_vemurafenib_for_treating_unresectable_or_metastatic_BRAF_V600_mutation-positive_melanoma.pdf,2016-02,Cancer,Drug
Necitumumab for untreated advanced or metastatic squamous non-small-cell lung cancer,Rejected,2016-09-28,Necitumumab_for_untreated_advanced_or_metastatic_squamous_non-small-cell_lung_cancer.pdf,,Cancer,Drug
Radium-223 dichloride for treating hormone-relapsed prostate cancer with bone metastases,Conditional,2016-09-28,Radium-223_dichloride_for_treating_hormone-relapsed_prostate_cancer_with_bone_metastases.pdf,,Cancer,Drug
Crizotinib for untreated anaplastic lymphoma kinase-positive advanced non-small-cell lung cancer,Conditional,2016-09-28,Crizotinib_for_untreated_anaplastic_lymphoma_kinase-positive_advanced_non-small-cell_lung_cancer.pdf,,Cancer,Drug
Secukinumab for active ankylosing spondylitis after treatment with non-steroidal anti-inflammatory drugs or TNF-alpha inhibitors,Conditional,2016-09-28,Secukinumab_for_active_ankylosing_spondylitis_after_treatment_with_non-steroidal_anti-inflammatory_drugs_or_TNF-alpha_inhibitors.pdf,2016-02,Musculoskeletal diseases,Drug
Pegaspargase for treating acute lymphoblastic leukaemia,Approved,2016-09-28,Pegaspargase_for_treating_acute_lymphoblastic_leukaemia.pdf,,Cancer,Drug
Aflibercept for treating visual impairment caused by macular oedema after branch retinal vein occlusion,Conditional,2016-09-28,Aflibercept_for_treating_visual_impairment_caused_by_macular_oedema_after_branch_retinal_vein_occlusion.pdf,,Chronic,Drug
Talimogene laherparepvec for treating unresectable metastatic melanoma,Conditional,2016-09-28,Talimogene_laherparepvec_for_treating_unresectable_metastatic_melanoma.pdf,,Cancer,Drug
Bosutinib for previously treated chronic myeloid leukaemia,Approved,2016-08-24,Bosutinib_for_previously_treated_chronic_myeloid_leukaemia.pdf,,Cancer,Drug
Pemetrexed maintenance treatment for non-squamous non-small-cell lung cancer after pemetrexed and cisplatin,Approved,2016-08-24,Pemetrexed_maintenance_treatment_for_non-squamous_non-small-cell_lung_cancer_after_pemetrexed_and_cisplatin.pdf,,Cancer,Drug
Ramucirumab for previously treated locally advanced or metastatic non-small-cell lung cancer,Rejected,2016-08-24,Ramucirumab_for_previously_treated_locally_advanced_or_metastatic_non-small-cell_lung_cancer.pdf,2015-12,Cancer,Drug
Degarelix for treating advanced hormone-dependent prostate cancer,Conditional,2016-08-24,Degarelix_for_treating_advanced_hormone-dependent_prostate_cancer.pdf,,Cancer,Drug
Trifluridine–tipiracil for previously treated metastatic colorectal cancer,Approved,2016-08-24,Trifluridine–tipiracil_for_previously_treated_metastatic_colorectal_cancer.pdf,2016-02,Cancer,Drug
Cabazitaxel for hormone-relapsed metastatic prostate cancer treated with docetaxel,Rejected,2016-05-25,Cabazitaxel_for_hormone-relapsed_metastatic_prostate_cancer_treated_with_docetaxel.pdf,2015-10,Cancer,Drug
Abiraterone for castration-resistant metastatic prostate cancer previously treated with a docetaxel-containing regimen,Conditional,2012-06-27,Abiraterone_for_castration-resistant_metastatic_prostate_cancer_previously_treated_with_a_docetaxel-containing_regimen.pdf,,Cancer,Drug
Azacitidine for treating acute myeloid leukaemia with more than 30% bone marrow blasts,Rejected,2016-07-27,Azacitidine_for_treating_acute_myeloid_leukaemia_with_more_than_30%_bone_marrow_blasts.pdf,,Cancer,Drug
Nivolumab in combination with ipilimumab for treating advanced melanoma,Approved,2016-07-27,Nivolumab_in_combination_with_ipilimumab_for_treating_advanced_melanoma.pdf,,Cancer,Drug
